Entity,Code,Year,"Hospital beds (per 100,000)"
Georgia,GEO,2008,3.2
Georgia,GEO,2009,3.1
Georgia,GEO,2010,3
Georgia,GEO,2011,2.8
Georgia,GEO,2012,2.5
Georgia,GEO,2013,2.6
Germany,DEU,1960,10.5
Germany,DEU,1970,11.3
Germany,DEU,1980,11.5
Germany,DEU,1985,11
Germany,DEU,1990,10.4
Germany,DEU,1991,10.1
Germany,DEU,1992,9.9
Germany,DEU,1993,9.7
Germany,DEU,1994,9.7
Germany,DEU,1995,9.7
Germany,DEU,1996,9.6
Germany,DEU,1997,9.4
Germany,DEU,1998,9.3
Germany,DEU,1999,9.2
Germany,DEU,2000,9.1
Germany,DEU,2001,9
Germany,DEU,2002,8.9
Germany,DEU,2003,8.7
Germany,DEU,2004,8.6
Germany,DEU,2005,8.47
Germany,DEU,2006,8.3
Germany,DEU,2007,8.24
Germany,DEU,2008,8.21
Germany,DEU,2009,8.24
Germany,DEU,2010,8.25
Germany,DEU,2011,8.38
Germany,DEU,2012,8.34
Germany,DEU,2013,8.28
Germany,DEU,2014,8.23
Germany,DEU,2015,8.13
Germany,DEU,2016,8.06
Germany,DEU,2017,8
Ghana,GHA,1960,0.77989
Ghana,GHA,1970,1.3228
Ghana,GHA,1975,1.2508
Ghana,GHA,1985,1.567
Ghana,GHA,1990,1.46
Ghana,GHA,2005,0.9
Ghana,GHA,2009,0.9
Ghana,GHA,2011,0.9
Greece,GRC,1960,5.8
Greece,GRC,1970,6.2
Greece,GRC,1980,6.2
Greece,GRC,1985,5.5
Greece,GRC,1986,5.3
Greece,GRC,1987,5.2
Greece,GRC,1988,5.2
Greece,GRC,1989,5.1
Greece,GRC,1990,5.1
Greece,GRC,1991,5
Greece,GRC,1992,5
Greece,GRC,1993,5
Greece,GRC,1994,4.9
Greece,GRC,1995,4.9
Greece,GRC,1996,4.9
Greece,GRC,1997,4.9
Greece,GRC,1998,4.8
Greece,GRC,1999,4.7
Greece,GRC,2000,4.7
Greece,GRC,2001,4.8
Greece,GRC,2002,4.7
Greece,GRC,2003,4.7
Greece,GRC,2004,4.7
Greece,GRC,2005,4.78
Greece,GRC,2006,4.87
Greece,GRC,2007,4.88
Greece,GRC,2008,4.84
Greece,GRC,2009,4.93
Greece,GRC,2010,4.48
Greece,GRC,2011,4.47
Greece,GRC,2012,4.45
Greece,GRC,2013,4.24
Greece,GRC,2014,4.24
Greece,GRC,2015,4.25
Greece,GRC,2016,4.2
Greece,GRC,2017,4.21
Greenland,GRL,1970,14.3534
Grenada,GRD,1960,6.22222
Grenada,GRD,1970,7.2537
Grenada,GRD,1980,5.7714
Grenada,GRD,1990,8
Grenada,GRD,1993,8.1778
Grenada,GRD,1995,5.5
Grenada,GRD,1996,5.27
Grenada,GRD,2000,6.2
Grenada,GRD,2002,6.9
Grenada,GRD,2003,5.7
Grenada,GRD,2005,4.1
Grenada,GRD,2007,2.6
Grenada,GRD,2008,2.6
Grenada,GRD,2009,2.4
Grenada,GRD,2011,3.5
Grenada,GRD,2012,3.5
Grenada,GRD,2013,3.7
Grenada,GRD,2014,3.7
Guatemala,GTM,1960,2.63109
Guatemala,GTM,1970,2.1711
Guatemala,GTM,1975,2.0027
Guatemala,GTM,1986,1.7212
Guatemala,GTM,1989,0.8778
Guatemala,GTM,1990,1.1
Guatemala,GTM,1993,1.1
Guatemala,GTM,1996,0.98
Guatemala,GTM,2002,0.5
Guatemala,GTM,2005,0.7
Guatemala,GTM,2007,0.7
Guatemala,GTM,2008,0.6
Guatemala,GTM,2009,0.6
Guatemala,GTM,2010,0.6
Guatemala,GTM,2011,0.6
Guatemala,GTM,2012,0.6
Guatemala,GTM,2014,0.6
Guinea,GIN,1960,0.73916
Guinea,GIN,1970,1.7585
Guinea,GIN,1988,0.5841
Guinea,GIN,1990,0.5507
Guinea,GIN,2005,0.3
Guinea,GIN,2011,0.3
Guinea_Bissau,GNB,1960,1.62118
Guinea_Bissau,GNB,1970,1.5746
Guinea_Bissau,GNB,1980,1.886
Guinea_Bissau,GNB,1981,1.9717
Guinea_Bissau,GNB,1990,1.4779
Guinea_Bissau,GNB,2007,0.7
Guinea_Bissau,GNB,2009,1
Guyana,GUY,1960,5.57469
Guyana,GUY,1970,4.763
Guyana,GUY,1975,4.9728
Guyana,GUY,1985,3.492
Guyana,GUY,1993,3.1
Guyana,GUY,1995,3.1
Guyana,GUY,1996,3.87
Guyana,GUY,2001,2.9
Guyana,GUY,2005,2.8
Guyana,GUY,2006,2.5
Guyana,GUY,2007,1.9
Guyana,GUY,2009,2
Guyana,GUY,2014,1.6
Haiti,HTI,1960,0.60883
Haiti,HTI,1970,0.7843
Haiti,HTI,1975,0.776
Haiti,HTI,1980,0.7405
Haiti,HTI,1985,0.7231
Haiti,HTI,1990,0.7556
Haiti,HTI,1993,0.7991
Haiti,HTI,1996,0.71
Haiti,HTI,2000,0.7
Haiti,HTI,2007,1.3
Haiti,HTI,2013,0.7
Heavily indebted poor countries (HIPC),,1960,1.51655
Heavily indebted poor countries (HIPC),,1970,1.42151
Heavily indebted poor countries (HIPC),,1975,1.523
Heavily indebted poor countries (HIPC),,1990,0.99774
Heavily indebted poor countries (HIPC),,2006,0.74351
High income,,1960,8.93936
High income,,1970,9.09697
High income,,1980,8.39835
High income,,1985,8.17361
High income,,1990,6.28401
High income,,1991,6.47212
High income,,1992,6.15975
High income,,1993,7.2071
High income,,1994,7.25639
High income,,1995,7.07074
High income,,1996,6.83973
High income,,1997,6.70988
High income,,1998,6.67577
High income,,1999,6.54444
High income,,2000,6.30713
High income,,2001,6.08165
High income,,2002,6.06218
High income,,2003,6.09456
High income,,2005,5.75458
High income,,2006,5.77215
High income,,2007,4.50972
High income,,2008,5.89555
High income,,2009,5.6505
High income,,2010,4.15593
High income,,2011,4.04993
High income,,2012,5.43739
High income,,2013,4.1106
Honduras,HND,1960,1.64625
Honduras,HND,1970,1.7531
Honduras,HND,1975,1.7037
Honduras,HND,1980,1.3241
Honduras,HND,1985,1.3095
Honduras,HND,1990,1.0067
Honduras,HND,1993,0.8
Honduras,HND,1996,1.06
Honduras,HND,2002,1
Honduras,HND,2008,0.7
Honduras,HND,2009,0.8
Honduras,HND,2010,0.8
Honduras,HND,2011,0.7
Honduras,HND,2012,0.7
Honduras,HND,2013,0.7
Honduras,HND,2014,0.7
Hong Kong,HKG,1960,2.64034
Hong Kong,HKG,1970,4.1783
Hong Kong,HKG,1975,5.0413
Hong Kong,HKG,1980,4.021
Hong Kong,HKG,1981,4.1098
Hong Kong,HKG,1985,4.8909
Hungary,HUN,1994,9.3
Hungary,HUN,1995,8.8
Hungary,HUN,1996,8.8
Hungary,HUN,1997,8
Hungary,HUN,1998,8.1
Hungary,HUN,1999,8.1
Hungary,HUN,2000,8.2
Hungary,HUN,2001,7.9
Hungary,HUN,2002,7.9
Hungary,HUN,2003,7.9
Hungary,HUN,2004,7.9
Hungary,HUN,2005,7.91
Hungary,HUN,2006,7.98
Hungary,HUN,2007,7.19
Hungary,HUN,2008,7.11
Hungary,HUN,2009,7.14
Hungary,HUN,2010,7.18
Hungary,HUN,2011,7.19
Hungary,HUN,2012,7
Hungary,HUN,2013,7.04
Hungary,HUN,2014,6.98
Hungary,HUN,2015,6.99
Hungary,HUN,2016,7
Hungary,HUN,2017,7.02
IBRD only,,1970,1.5368
IBRD only,,1975,1.61642
IBRD only,,1980,2.26101
IBRD only,,1981,2.20661
IBRD only,,1985,2.85589
IBRD only,,1987,3.05025
IBRD only,,1990,3.47643
IBRD only,,1991,2.78237
IBRD only,,2002,2.22739
IBRD only,,2003,2.29726
IBRD only,,2005,2.43213
IBRD only,,2010,3.20077
IBRD only,,2011,2.60297
IDA & IBRD total,,1970,1.43833
IDA & IBRD total,,1975,1.54564
IDA & IBRD total,,1980,2.10819
IDA & IBRD total,,1985,2.82342
IDA & IBRD total,,1990,3.0091
IDA & IBRD total,,1991,2.68914
IDA & IBRD total,,2002,2.07537
IDA & IBRD total,,2003,2.22113
IDA & IBRD total,,2005,2.21043
IDA & IBRD total,,2011,2.46093
IDA blend,,1960,0.85927
IDA blend,,1970,1.01567
IDA blend,,1975,0.89334
IDA blend,,1980,1.94659
IDA blend,,1990,2.26592
IDA blend,,2000,1.36448
IDA blend,,2004,1.12269
IDA only,,1960,1.25864
IDA only,,1970,1.00293
IDA only,,1990,0.97497
IDA total,,1960,1.1164
IDA total,,1970,1.00699
IDA total,,1980,1.2929
IDA total,,1990,1.44943
Iceland,ISL,1960,9.8
Iceland,ISL,1970,12.9
Iceland,ISL,1980,14.8
Iceland,ISL,1985,15.8
Iceland,ISL,1990,16.7
Iceland,ISL,1991,16.3
Iceland,ISL,1992,15.9
Iceland,ISL,1993,14.8
Iceland,ISL,1994,14.7
Iceland,ISL,1995,14.6
Iceland,ISL,2002,7.5
Iceland,ISL,2006,5.3391
Iceland,ISL,2007,4.12
Iceland,ISL,2008,3.91
Iceland,ISL,2009,3.7
Iceland,ISL,2010,3.58
Iceland,ISL,2011,3.29
Iceland,ISL,2012,3.25
Iceland,ISL,2013,3.22
Iceland,ISL,2014,3.16
Iceland,ISL,2015,3.12
Iceland,ISL,2016,3.13
Iceland,ISL,2017,3.06
Iceland,ISL,2018,2.91
India,IND,1960,0.45899
India,IND,1970,0.6045
India,IND,1975,0.5882
India,IND,1980,0.7697
India,IND,1981,0.7694
India,IND,1985,0.7692
India,IND,1987,0.7182
India,IND,1991,0.787
India,IND,2002,0.69
India,IND,2003,0.9
India,IND,2005,0.41
India,IND,2006,0.42
India,IND,2007,0.41
India,IND,2008,0.41
India,IND,2009,0.44
India,IND,2010,0.47
India,IND,2011,0.63
India,IND,2012,0.49
India,IND,2013,0.49
India,IND,2014,0.52
India,IND,2015,0.58
India,IND,2016,0.48
India,IND,2017,0.53
Indonesia,IDN,1960,0.74046
Indonesia,IDN,1970,0.6546
Indonesia,IDN,1975,0.8183
Indonesia,IDN,1985,0.5568
Indonesia,IDN,1989,0.7026
Indonesia,IDN,1990,0.6652
Indonesia,IDN,1991,0.6686
Indonesia,IDN,1992,0.665
Indonesia,IDN,1993,0.6576
Indonesia,IDN,1994,0.6601
Indonesia,IDN,1998,0.6
Indonesia,IDN,2002,0.6
Indonesia,IDN,2009,0.59
Indonesia,IDN,2010,0.57
Indonesia,IDN,2011,0.62
Indonesia,IDN,2012,0.83
Indonesia,IDN,2013,0.99
Indonesia,IDN,2014,0.94
Indonesia,IDN,2015,0.98
Indonesia,IDN,2016,0.99
Indonesia,IDN,2017,1.04
Iran,IRN,1960,0.92568
Iran,IRN,1970,1.3796
Iran,IRN,1980,1.4806
Iran,IRN,1981,1.5156
Iran,IRN,1987,1.5105
Iran,IRN,1988,1.4837
Iran,IRN,1990,1.4331
Iran,IRN,1996,1.6
Iran,IRN,2000,1.6
Iran,IRN,2001,1.6
Iran,IRN,2002,1.6
Iran,IRN,2003,1.6
Iran,IRN,2004,1.6
Iran,IRN,2005,1.7
Iran,IRN,2006,1.7
Iran,IRN,2007,1.7
Iran,IRN,2008,1.4
Iran,IRN,2009,1.4
Iran,IRN,2010,1.7
Iran,IRN,2011,1.7
Iran,IRN,2012,0.1
Iran,IRN,2013,1.5
Iran,IRN,2014,1.5
Iraq,IRQ,1960,1.85804
Iraq,IRQ,1970,1.951
Iraq,IRQ,1980,1.9464
Iraq,IRQ,1981,1.8931
Iraq,IRQ,1989,1.7139
Iraq,IRQ,1990,1.6596
Iraq,IRQ,1998,1.45
Iraq,IRQ,2000,1.2
Iraq,IRQ,2001,1.3
Iraq,IRQ,2002,1.3
Iraq,IRQ,2003,1.3
Iraq,IRQ,2004,1.3
Iraq,IRQ,2005,1.3
Iraq,IRQ,2006,1.3
Iraq,IRQ,2007,1.3
Iraq,IRQ,2008,1.3
Iraq,IRQ,2009,1.3
Iraq,IRQ,2010,1.3
Iraq,IRQ,2011,1.3
Iraq,IRQ,2012,1.3
Iraq,IRQ,2013,1.3
Iraq,IRQ,2014,1.4
Ireland,IRL,1980,9
Ireland,IRL,1981,9
Ireland,IRL,1982,8.8
Ireland,IRL,1983,8.6
Ireland,IRL,1984,8.4
Ireland,IRL,1985,8.2
Ireland,IRL,1986,7.9
Ireland,IRL,1987,7.2
Ireland,IRL,1988,6.4
Ireland,IRL,1989,6.2
Ireland,IRL,1990,6.1
Ireland,IRL,1991,6
Ireland,IRL,1992,5.7
Ireland,IRL,1993,5.5
Ireland,IRL,1994,5.3
Ireland,IRL,1995,5.2
Ireland,IRL,1996,5.1
Ireland,IRL,1997,4.9
Ireland,IRL,1998,4.8
Ireland,IRL,1999,4.7
Ireland,IRL,2000,6.2
Ireland,IRL,2001,5.9
Ireland,IRL,2002,5.8
Ireland,IRL,2003,5.7
Ireland,IRL,2004,5.7
Ireland,IRL,2005,5.46
Ireland,IRL,2006,5.26
Ireland,IRL,2007,5.1
Ireland,IRL,2008,4.85
Ireland,IRL,2009,2.83
Ireland,IRL,2010,2.73
Ireland,IRL,2011,2.62
Ireland,IRL,2012,2.54
Ireland,IRL,2013,2.56
Ireland,IRL,2014,2.57
Ireland,IRL,2015,2.92
Ireland,IRL,2016,2.97
Ireland,IRL,2017,2.96
Isle_of_Man,IMN,1960,1.84498
Isle_of_Man,IMN,1970,1.91323
Isle_of_Man,IMN,1980,1.75616
Isle_of_Man,IMN,1981,1.75411
Isle_of_Man,IMN,1990,1.75224
Isle_of_Man,IMN,2005,1.76939
Isle_of_Man,IMN,2006,1.58474
Isle_of_Man,IMN,2009,1.58428
Israel,ISR,1960,6.73794
Israel,ISR,1975,8.0793
Israel,ISR,1980,6.7974
Israel,ISR,1981,6.7294
Israel,ISR,1982,6.7666
Israel,ISR,1983,6.5435
Israel,ISR,1984,6.4966
Israel,ISR,1985,6.5095
Israel,ISR,1986,6.3802
Israel,ISR,1987,6.2899
Israel,ISR,1988,6.3169
Israel,ISR,1989,6.2837
Israel,ISR,1990,6.2432
Israel,ISR,1991,5.97
Israel,ISR,1992,5.9895
Israel,ISR,1993,6.0779
Israel,ISR,1994,6.1012
Israel,ISR,1995,5.98
Israel,ISR,1996,6.03
Israel,ISR,1997,6.05
Israel,ISR,1998,6.1
Israel,ISR,1999,6.12
Israel,ISR,2000,3.7
Israel,ISR,2001,3.8
Israel,ISR,2002,3.8
Israel,ISR,2003,3.8
Israel,ISR,2004,3.7
Israel,ISR,2005,3.72
Israel,ISR,2006,3.39
Israel,ISR,2007,3.35
Israel,ISR,2008,3.3
Israel,ISR,2009,3.19
Israel,ISR,2010,3.16
Israel,ISR,2011,3.14
Israel,ISR,2012,3.1
Israel,ISR,2013,3.09
Israel,ISR,2014,3.08
Israel,ISR,2015,3.03
Israel,ISR,2016,2.99
Israel,ISR,2017,3.02
Israel,ISR,2018,2.99
Italy,ITA,1960,8.9
Italy,ITA,1961,9
Italy,ITA,1962,9.2
Italy,ITA,1963,9.3
Italy,ITA,1964,9.5
Italy,ITA,1965,9.6
Italy,ITA,1966,9.7
Italy,ITA,1967,9.9
Italy,ITA,1968,10.1
Italy,ITA,1969,10.3
Italy,ITA,1970,10.6
Italy,ITA,1971,10.6
Italy,ITA,1972,10.6
Italy,ITA,1973,10.5
Italy,ITA,1974,10.6
Italy,ITA,1975,10.6
Italy,ITA,1976,10.4
Italy,ITA,1977,10.3
Italy,ITA,1978,10
Italy,ITA,1979,9.8
Italy,ITA,1980,9.6
Italy,ITA,1981,9.4
Italy,ITA,1982,9.1
Italy,ITA,1983,8.9
Italy,ITA,1984,8.5
Italy,ITA,1985,8.3
Italy,ITA,1986,8
Italy,ITA,1987,7.8
Italy,ITA,1988,7.5
Italy,ITA,1989,7.1
Italy,ITA,1990,7.2
Italy,ITA,1991,6.8
Italy,ITA,1992,6.9
Italy,ITA,1993,6.7
Italy,ITA,1994,6.6
Italy,ITA,1995,6.3
Italy,ITA,1996,6.5
Italy,ITA,1997,5.9
Italy,ITA,1998,5.5
Italy,ITA,1999,4.9
Italy,ITA,2000,4.7
Italy,ITA,2001,4.6
Italy,ITA,2002,4.4
Italy,ITA,2003,4.2
Italy,ITA,2004,4
Italy,ITA,2005,4.04
Italy,ITA,2006,3.99
Italy,ITA,2007,3.91
Italy,ITA,2008,3.79
Italy,ITA,2009,3.69
Italy,ITA,2010,3.64
Italy,ITA,2011,3.52
Italy,ITA,2012,3.42
Italy,ITA,2013,3.31
Italy,ITA,2014,3.21
Italy,ITA,2015,3.2
Italy,ITA,2016,3.17
Italy,ITA,2017,3.18
Jamaica,JAM,1960,4.14549
Jamaica,JAM,1970,4.1049
Jamaica,JAM,1975,4.9995
Jamaica,JAM,1985,3.3333
Jamaica,JAM,1989,2.4001
Jamaica,JAM,1990,2.2
Jamaica,JAM,1993,2.1003
Jamaica,JAM,1995,2.1
Jamaica,JAM,1996,2.12
Jamaica,JAM,2001,1.5
Jamaica,JAM,2002,1.5
Jamaica,JAM,2003,1.4
Jamaica,JAM,2004,1.8
Jamaica,JAM,2005,1.7
Jamaica,JAM,2006,2
Jamaica,JAM,2007,1.7
Jamaica,JAM,2009,1.7
Jamaica,JAM,2010,1.8
Jamaica,JAM,2012,1.7
Jamaica,JAM,2013,1.7
Japan,JPN,1960,9
Japan,JPN,1970,12.5
Japan,JPN,1980,13.7
Japan,JPN,1985,14.7
Japan,JPN,1993,15.6
Japan,JPN,1994,15.5
Japan,JPN,1995,15.4
Japan,JPN,1996,15.2
Japan,JPN,1997,15.1
Japan,JPN,1998,15
Japan,JPN,1999,14.8
Japan,JPN,2000,14.7
Japan,JPN,2001,12.9
Japan,JPN,2002,14.4
Japan,JPN,2003,14.3
Japan,JPN,2004,13.9
Japan,JPN,2005,14.08
Japan,JPN,2006,13.97
Japan,JPN,2007,13.87
Japan,JPN,2008,13.71
Japan,JPN,2009,13.62
Japan,JPN,2010,13.51
Japan,JPN,2011,13.4
Japan,JPN,2012,13.35
Japan,JPN,2013,13.3
Japan,JPN,2014,13.21
Japan,JPN,2015,13.17
Japan,JPN,2016,13.11
Japan,JPN,2017,13.05
Jordan,JOR,1960,3.60545
Jordan,JOR,1970,1.128
Jordan,JOR,1975,1.026
Jordan,JOR,1980,1.2577
Jordan,JOR,1981,1.2063
Jordan,JOR,1985,1.2055
Jordan,JOR,1990,1.7978
Jordan,JOR,1994,1.6302
Jordan,JOR,1997,1.8
Jordan,JOR,2000,1.7
Jordan,JOR,2001,1.7
Jordan,JOR,2002,1.7
Jordan,JOR,2003,1.7
Jordan,JOR,2004,1.7
Jordan,JOR,2005,1.7
Jordan,JOR,2006,1.9
Jordan,JOR,2007,1.9
Jordan,JOR,2008,1.8
Jordan,JOR,2009,1.8
Jordan,JOR,2010,1.8
Jordan,JOR,2011,1.8
Jordan,JOR,2012,1.8
Jordan,JOR,2013,1.8
Jordan,JOR,2014,1.9
Jordan,JOR,2015,1.4
Kazakhstan,KAZ,1980,13.0934
Kazakhstan,KAZ,1981,13.2291
Kazakhstan,KAZ,1982,13.3115
Kazakhstan,KAZ,1983,13.3694
Kazakhstan,KAZ,1984,13.5124
Kazakhstan,KAZ,1985,13.5857
Kazakhstan,KAZ,1986,13.5607
Kazakhstan,KAZ,1987,13.5561
Kazakhstan,KAZ,1988,13.5442
Kazakhstan,KAZ,1989,13.63
Kazakhstan,KAZ,1990,13.6661
Kazakhstan,KAZ,1991,13.709
Kazakhstan,KAZ,1992,13.4619
Kazakhstan,KAZ,1993,13.1665
Kazakhstan,KAZ,1994,12.1447
Kazakhstan,KAZ,1995,11.65
Kazakhstan,KAZ,1996,10.33
Kazakhstan,KAZ,1997,8.45
Kazakhstan,KAZ,1998,8.19
Kazakhstan,KAZ,1999,7.25
Kazakhstan,KAZ,2000,7.2
Kazakhstan,KAZ,2001,7
Kazakhstan,KAZ,2002,7
Kazakhstan,KAZ,2003,7.7
Kazakhstan,KAZ,2004,7.8
Kazakhstan,KAZ,2005,7.8
Kazakhstan,KAZ,2006,7.8
Kazakhstan,KAZ,2007,7.7
Kazakhstan,KAZ,2008,7.7
Kazakhstan,KAZ,2009,7.6
Kazakhstan,KAZ,2010,7.3
Kazakhstan,KAZ,2011,7.1
Kazakhstan,KAZ,2012,7
Kazakhstan,KAZ,2013,6.7
Kenya,KEN,1960,1.25048
Kenya,KEN,1970,1.2643
Kenya,KEN,1975,1.25
Kenya,KEN,1985,1.7071
Kenya,KEN,1989,1.4362
Kenya,KEN,1990,1.6472
Kenya,KEN,2002,1.9
Kenya,KEN,2004,1.4
Kenya,KEN,2006,1.4
Kenya,KEN,2010,1.4
Kiribati,KIR,1960,6.36364
Kiribati,KIR,1970,12.3313
Kiribati,KIR,1980,5.0947
Kiribati,KIR,1981,4.7683
Kiribati,KIR,1990,4.2718
Kiribati,KIR,1998,1.8
Kiribati,KIR,2004,1.5
Kiribati,KIR,2005,1.51
Kiribati,KIR,2009,1.5
Kiribati,KIR,2010,1.4
Kiribati,KIR,2011,1.3
Kiribati,KIR,2015,1.9
Kuwait,KWT,1960,6.79856
Kuwait,KWT,1970,4.8347
Kuwait,KWT,1980,4.1447
Kuwait,KWT,1989,2.9854
Kuwait,KWT,1997,2.76
Kuwait,KWT,2000,2.4
Kuwait,KWT,2001,2.3
Kuwait,KWT,2002,2.2
Kuwait,KWT,2003,2.2
Kuwait,KWT,2004,2.1
Kuwait,KWT,2005,1.9
Kuwait,KWT,2006,1.9
Kuwait,KWT,2007,1.9
Kuwait,KWT,2008,1.8
Kuwait,KWT,2009,2
Kuwait,KWT,2010,2
Kuwait,KWT,2011,1.9
Kuwait,KWT,2012,2.2
Kuwait,KWT,2013,2.2
Kuwait,KWT,2014,2
Kyrgyzstan,KGZ,1980,12.0114
Kyrgyzstan,KGZ,1981,12.1185
Kyrgyzstan,KGZ,1982,12.1033
Kyrgyzstan,KGZ,1983,11.9365
Kyrgyzstan,KGZ,1984,11.9771
Kyrgyzstan,KGZ,1985,12.0304
Kyrgyzstan,KGZ,1986,12.0309
Kyrgyzstan,KGZ,1987,12.0642
Kyrgyzstan,KGZ,1988,11.9474
Kyrgyzstan,KGZ,1989,11.972
Kyrgyzstan,KGZ,1990,11.9773
Kyrgyzstan,KGZ,1991,12.058
Kyrgyzstan,KGZ,1992,11.932
Kyrgyzstan,KGZ,1993,10.7456
Kyrgyzstan,KGZ,1994,9.6053
Kyrgyzstan,KGZ,1995,8.64
Kyrgyzstan,KGZ,1996,8.41
Kyrgyzstan,KGZ,1997,8.6
Kyrgyzstan,KGZ,1998,8.3
Kyrgyzstan,KGZ,1999,7.47
Kyrgyzstan,KGZ,2000,7
Kyrgyzstan,KGZ,2001,6.2
Kyrgyzstan,KGZ,2002,5.5
Kyrgyzstan,KGZ,2003,5.3
Kyrgyzstan,KGZ,2004,5.1
Kyrgyzstan,KGZ,2005,5.1
Kyrgyzstan,KGZ,2006,5.1
Kyrgyzstan,KGZ,2007,5.1
Kyrgyzstan,KGZ,2008,5
Kyrgyzstan,KGZ,2009,4.8
Kyrgyzstan,KGZ,2010,4.8
Kyrgyzstan,KGZ,2011,4.7
Kyrgyzstan,KGZ,2012,4.6
Kyrgyzstan,KGZ,2013,4.5
Laos,LAO,1960,0.47221
Laos,LAO,1970,0.9274
Laos,LAO,1990,2.5698
Laos,LAO,2002,0.9
Laos,LAO,2005,1.2
Laos,LAO,2010,0.7
Laos,LAO,2012,1.5
Latin America & Caribbean,,1960,3.43112
Latin America & Caribbean,,1970,3.4648
Latin America & Caribbean,,1990,2.48553
Latin America & Caribbean,,1993,2.56148
Latin America & Caribbean,,1996,2.26576
Latin America & Caribbean,,2009,1.95513
Latin America & Caribbean,,2010,2.23291
Latin America & Caribbean,,2011,2.00353
Latin America & Caribbean,,2012,2.10299
Latin America & Caribbean,,2013,2.13931
Latin America & Caribbean,,2014,2.17328
Latin America & Caribbean (excluding high income),,1960,3.3644
Latin America & Caribbean (excluding high income),,1970,3.40234
Latin America & Caribbean (excluding high income),,1990,2.43785
Latin America & Caribbean (excluding high income),,1993,2.52684
Latin America & Caribbean (excluding high income),,1996,2.21377
Latin America & Caribbean (excluding high income),,2009,1.94052
Latin America & Caribbean (excluding high income),,2010,2.24441
Latin America & Caribbean (excluding high income),,2011,1.99227
Latin America & Caribbean (excluding high income),,2012,2.09127
Latin America & Caribbean (excluding high income),,2013,2.12931
Latin America & Caribbean (excluding high income),,2014,2.16291
Latin America & the Caribbean (IDA & IBRD countries),,1960,3.38532
Latin America & the Caribbean (IDA & IBRD countries),,1970,3.40763
Latin America & the Caribbean (IDA & IBRD countries),,1990,2.40742
Latin America & the Caribbean (IDA & IBRD countries),,1993,2.47845
Latin America & the Caribbean (IDA & IBRD countries),,1996,2.18372
Latin America & the Caribbean (IDA & IBRD countries),,2009,1.85469
Latin America & the Caribbean (IDA & IBRD countries),,2010,2.14385
Latin America & the Caribbean (IDA & IBRD countries),,2011,1.94141
Latin America & the Caribbean (IDA & IBRD countries),,2012,2.03234
Latin America & the Caribbean (IDA & IBRD countries),,2013,2.07489
Latin America & the Caribbean (IDA & IBRD countries),,2014,2.08968
Latvia,LVA,1980,13.891
Latvia,LVA,1985,14.3086
Latvia,LVA,1986,14.1929
Latvia,LVA,1987,14.239
Latvia,LVA,1988,14.0949
Latvia,LVA,1989,14.0235
Latvia,LVA,1990,14.0754
Latvia,LVA,1991,13.6219
Latvia,LVA,1992,12.9406
Latvia,LVA,1993,12.2315
Latvia,LVA,1994,12.0552
Latvia,LVA,1995,11.19
Latvia,LVA,1996,10.44
Latvia,LVA,1997,9.8
Latvia,LVA,1998,9.41
Latvia,LVA,1999,9.03
Latvia,LVA,2000,8.8
Latvia,LVA,2001,8.3
Latvia,LVA,2002,7.9
Latvia,LVA,2003,8
Latvia,LVA,2004,7.9
Latvia,LVA,2005,7.9
Latvia,LVA,2006,7.85
Latvia,LVA,2007,7.83
Latvia,LVA,2008,7.77
Latvia,LVA,2009,6.74
Latvia,LVA,2010,5.68
Latvia,LVA,2011,5.88
Latvia,LVA,2012,5.89
Latvia,LVA,2013,5.8
Latvia,LVA,2014,5.66
Latvia,LVA,2015,5.69
Latvia,LVA,2016,5.72
Latvia,LVA,2017,5.57
Least developed countries: UN classification,,1960,1.27345
Least developed countries: UN classification,,1970,0.99666
Least developed countries: UN classification,,1990,0.7318
Lebanon,LBN,1960,4.58134
Lebanon,LBN,1970,4.0987
Lebanon,LBN,1990,1.6506
Lebanon,LBN,1992,3.0827
Lebanon,LBN,1997,2.7
Lebanon,LBN,2000,3.1
Lebanon,LBN,2001,3
Lebanon,LBN,2002,3
Lebanon,LBN,2003,3
Lebanon,LBN,2004,3
Lebanon,LBN,2005,3.6
Lebanon,LBN,2006,3.6
Lebanon,LBN,2007,3.4
Lebanon,LBN,2008,3.4
Lebanon,LBN,2009,3.5
Lebanon,LBN,2010,3.5
Lebanon,LBN,2011,3.5
Lebanon,LBN,2012,3.5
Lebanon,LBN,2013,2.9
Lebanon,LBN,2014,2.9
Lesotho,LSO,1960,1.10372
Lesotho,LSO,1970,1.7445
Lesotho,LSO,1975,1.6284
Lesotho,LSO,2006,1.3
Liberia,LBR,1960,1.32243
Liberia,LBR,1970,1.5769
Liberia,LBR,1975,1.647
Liberia,LBR,2009,0.7
Liberia,LBR,2010,0.8
Libya,LBY,1960,2.75537
Libya,LBY,1970,3.8137
Libya,LBY,1981,4.8255
Libya,LBY,1990,4.173
Libya,LBY,1997,4.3
Libya,LBY,2000,4.1
Libya,LBY,2001,3.9
Libya,LBY,2002,3.9
Libya,LBY,2003,3.9
Libya,LBY,2004,3.9
Libya,LBY,2005,3.4
Libya,LBY,2006,3.7
Libya,LBY,2007,3.7
Libya,LBY,2008,3.7
Libya,LBY,2009,3.7
Libya,LBY,2010,3.7
Libya,LBY,2011,3.7
Libya,LBY,2012,3.7
Libya,LBY,2013,3.7
